Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,Rating_num
The Rainbow,https://www.mountainproject.com/route/121652208/the-rainbow,3.0,5.14a,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.2
Biz Markie,https://www.mountainproject.com/route/123623343/biz-markie,2.0,5.14a,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.2
Peregrination (Visitor Q),https://www.mountainproject.com/route/120063597/peregrination-visitor-q,4.0,5.14b,1,100.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.4
86'd,https://www.mountainproject.com/route/120178283/86d,3.0,5.14b,1,100.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.4
Killer Z,https://www.mountainproject.com/route/121781904/killer-z,2.0,5.14b,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.4
Rick Ross Direct,https://www.mountainproject.com/route/123468593/rick-ross-direct,3.0,5.14b,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.4
Flight of the Conchords,https://www.mountainproject.com/route/123569791/flight-of-the-conchords,3.0,5.14c,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.6
Life of Villains,https://www.mountainproject.com/route/122734503/life-of-villains,4.0,5.14d,1,100.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,14.8
Shout Out a Doubt,https://www.mountainproject.com/route/114406547/shout-out-a-doubt,3.4,5.13c,1,100.0,37.13401,-113.84451,False,False,Utah,Southwest Utah,Saint George,Beaver Dam Road,Sunset Alley,False,False,False,False,False,False,13.6
Tiger Blood,https://www.mountainproject.com/route/114406525/tiger-blood,4.0,5.14b,1,100.0,37.13401,-113.84451,False,False,Utah,Southwest Utah,Saint George,Beaver Dam Road,Sunset Alley,False,False,False,False,False,False,14.4
Surprise surprise,https://www.mountainproject.com/route/107864537/surprise-surprise,3.0,5.13d,1,55.0,37.7,-112.6923,False,False,Utah,Southwest Utah,Brian Head,The Principality,,False,False,False,False,False,False,13.8
Open Project,https://www.mountainproject.com/route/116820951/open-project,0.0,5.15d,1,60.0,37.07653,-112.00362,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Hammer Wall,False,False,False,False,False,False,15.8
Wall of Winter Warmth,https://www.mountainproject.com/route/108016657/wall-of-winter-warmth,1.8,5.9-,1,65.0,38.56319,-109.54199,False,False,Utah,Southeast Utah,Arches National Park,Wall of Winter Warmth,,False,False,False,False,False,False,9.3
Unknown Chimney,https://www.mountainproject.com/route/121717426/unknown-chimney,2.0,5.9,1,,38.03075,-109.60173,False,True,Utah,Southeast Utah,Indian Creek,s Choice,,False,False,True,False,False,False,9.5
Cloud Dancer,https://www.mountainproject.com/route/117648758/cloud-dancer,3.0,5.9,1,95.0,38.0258,-109.54,False,False,Utah,Southeast Utah,Indian Creek,Entrance Corridor,Friction Slab,False,False,False,False,False,False,9.5
The Importance of Being Varnished,https://www.mountainproject.com/route/123542570/the-importance-of-being-varnished,1.7,5.9,1,65.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,9.5
Puppy Love,https://www.mountainproject.com/route/105717802/puppy-love,1.9,5.9,1,70.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,True,False,False,False,False,False,9.5
Potstash,https://www.mountainproject.com/route/105894776/potstash,2.5,5.9,1,60.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,9.5
Brown Banana,https://www.mountainproject.com/route/106434517/brown-banana,2.2,5.9,1,60.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,9.5
She-la the Peeler,https://www.mountainproject.com/route/107598703/she-la-the-peeler,2.1,5.9,1,90.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,9.5
Tap Root,https://www.mountainproject.com/route/113404978/tap-root,2.0,5.9,1,65.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,9.5
90 Paces,https://www.mountainproject.com/route/113979374/90-paces,2.1,5.9,1,80.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False,9.5
Superball Tower,https://www.mountainproject.com/route/108174853/superball-tower,2.8,5.9,1,60.0,38.57355,-109.65465,True,False,Utah,Southeast Utah,Potash Road,Day Canyon,Superball Tower,True,False,False,True,False,False,9.5
Cameo,https://www.mountainproject.com/route/106932500/cameo,2.1,5.9+,1,50.0,38.5714,-109.5815,False,False,Utah,Southeast Utah,Potash Road,Mars,,False,False,False,False,False,False,9.7
ker-THUD!,https://www.mountainproject.com/route/106234777/ker-thud,2.1,5.9,1,60.0,38.60702,-109.54061,False,False,Utah,Southeast Utah,River Road,River Road Dihedrals,,True,False,False,False,False,False,9.5
S=k log W,https://www.mountainproject.com/route/108019831/sk-log-w,1.6,5.9-,1,100.0,38.65092,-109.49562,True,False,Utah,Southeast Utah,River Road,Utopia,,True,False,False,False,False,False,9.3
Spear of Destiny,https://www.mountainproject.com/route/107619348/spear-of-destiny,3.6,5.9,1,90.0,38.65092,-109.49562,True,False,Utah,Southeast Utah,River Road,Utopia,,False,False,False,False,False,False,9.5
FootLoose,https://www.mountainproject.com/route/112542539/footloose,2.3,5.9,1,45.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,9.5
Pale Rider,https://www.mountainproject.com/route/120403157/pale-rider,2.6,5.9,1,50.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,9.5
True Grit,https://www.mountainproject.com/route/112556961/true-grit,2.6,5.9+,1,80.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False,9.7
Brush Your Teeth,https://www.mountainproject.com/route/107920861/brush-your-teeth,2.9,5.9,1,70.0,38.5092,-109.5995,False,False,Utah,Southeast Utah,Kane Springs Canyon,Ice Cream Parlor,,True,False,False,False,False,False,9.5
Parlor Game,https://www.mountainproject.com/route/105949903/parlor-game,2.1,5.9,1,50.0,38.5092,-109.5995,False,False,Utah,Southeast Utah,Kane Springs Canyon,Ice Cream Parlor,,False,False,False,False,False,False,9.5
Rain,https://www.mountainproject.com/route/107565318/rain,2.3,5.9+,1,95.0,38.5092,-109.5995,False,False,Utah,Southeast Utah,Kane Springs Canyon,Ice Cream Parlor,,False,False,False,False,False,False,9.7
Love Hurts,https://www.mountainproject.com/route/105718015/love-hurts,2.4,5.9-,1,120.0,38.8607,-109.7425,False,False,Utah,Southeast Utah,Sunshine Wall,Sunshine Wall Routes,,True,False,False,False,False,False,9.3
Science Friction,https://www.mountainproject.com/route/106046536/science-friction,2.9,5.9-,1,160.0,38.8607,-109.7425,True,False,Utah,Southeast Utah,Sunshine Wall,Sunshine Wall Routes,,False,False,False,False,False,False,9.3
Tumbleweed Inferno,https://www.mountainproject.com/route/110227281/tumbleweed-inferno,2.5,5.9+,1,145.0,38.8607,-109.7425,False,False,Utah,Southeast Utah,Sunshine Wall,Sunshine Wall Routes,,False,False,False,False,False,False,9.7
The Calla Way,https://www.mountainproject.com/route/112835972/the-calla-way,2.4,5.9,1,100.0,38.65324,-109.7204,False,False,Utah,Southeast Utah,State Highway 313,313 Slabs,,False,False,True,False,False,False,9.5
Put Your Hands on Me,https://www.mountainproject.com/route/112836652/put-your-hands-on-me,2.5,5.9,1,100.0,38.65324,-109.7204,False,False,Utah,Southeast Utah,State Highway 313,313 Slabs,,False,False,True,False,False,False,9.5
Beyer Friction,https://www.mountainproject.com/route/112836697/beyer-friction,2.0,5.9,1,100.0,38.65324,-109.7204,False,True,Utah,Southeast Utah,State Highway 313,313 Slabs,,False,False,True,False,False,False,9.5
What's That?,https://www.mountainproject.com/route/120562150/whats-that,3.0,5.9+,1,100.0,38.65324,-109.7204,False,False,Utah,Southeast Utah,State Highway 313,313 Slabs,,False,False,False,False,False,False,9.7
White Line Fever,https://www.mountainproject.com/route/108459085/white-line-fever,1.8,5.9-,1,80.0,38.3615,-109.4306,True,False,Utah,Southeast Utah,191 South,Muleshoe Canyon,Sunvana Wall,False,False,False,False,False,False,9.3
Funemployment,https://www.mountainproject.com/route/107928170/funemployment,3.0,5.9+,1,60.0,38.5632,-109.542,False,False,Utah,Southeast Utah,La Sal Mountains,North Fork,Job Board,False,False,False,False,False,False,9.7
Left Out,https://www.mountainproject.com/route/114528231/left-out,1.0,5.9-,1,40.0,38.47235,-109.28208,False,False,Utah,Southeast Utah,La Sal Mountains,Lower Dakota Crag,Times Up,False,False,False,False,False,False,9.3
Guava Jelly,https://www.mountainproject.com/route/110794133/guava-jelly,3.3,5.9+,1,80.0,38.47028,-109.27448,False,False,Utah,Southeast Utah,La Sal Mountains,Upper Dakota Crag,Trenchtown,False,False,False,False,False,False,9.7
Cockblocker,https://www.mountainproject.com/route/110794231/cockblocker,3.1,5.9+,1,45.0,38.47028,-109.27448,False,False,Utah,Southeast Utah,La Sal Mountains,Upper Dakota Crag,Trenchtown,False,False,False,False,False,False,9.7
Butterfingers,https://www.mountainproject.com/route/107744894/butterfingers,2.4,5.9,1,59.0,40.44666,-111.68668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Membrane,False,False,False,False,False,False,9.5
Physical Therapy,https://www.mountainproject.com/route/105741701/physical-therapy,2.4,5.9,1,60.0,40.4503,-111.668,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Division Wall,False,False,False,False,False,False,9.5
Camon's 9,https://www.mountainproject.com/route/117275596/camons-9,1.8,5.9-,1,60.0,40.4511,-111.6701,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Escape Buttress,False,False,False,False,False,False,9.3
Vaporous Apparition,https://www.mountainproject.com/route/105741350/vaporous-apparition,2.1,5.9,1,,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,9.5
Quicker Picker Upper,https://www.mountainproject.com/route/105838776/quicker-picker-upper,2.0,5.9,1,55.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,9.5
Unknown Left,https://www.mountainproject.com/route/105841604/unknown-left,2.1,5.9,1,55.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,9.5
Stump,https://www.mountainproject.com/route/105885695/stump,2.1,5.9,1,40.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,9.5
Child's Play,https://www.mountainproject.com/route/105742163/childs-play,2.2,5.9,1,46.0,40.4461,-111.6948,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Juniper Wall,False,False,True,False,False,False,9.5
Three Amigos,https://www.mountainproject.com/route/106193647/three-amigos,2.0,5.9+,1,60.0,40.44647,-111.68747,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Cannabis Wall,False,False,False,False,False,False,9.7
Raspberry Dreams,https://www.mountainproject.com/route/111001252/raspberry-dreams,2.4,5.9,1,40.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,9.5
29,https://www.mountainproject.com/route/111013336/29,2.3,5.9,1,43.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,9.5
Don't Avoid What Is Easy,https://www.mountainproject.com/route/118045097/dont-avoid-what-is-easy,1.9,5.9-,1,45.0,40.44548,-111.69298,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,9.3
Hallowed Ground,https://www.mountainproject.com/route/117686346/hallowed-ground,3.5,5.9,1,100.0,40.44548,-111.69298,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,9.5
19,https://www.mountainproject.com/route/118036041/19,2.4,5.9,1,50.0,40.44548,-111.69298,True,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,9.5
Hornets Nest,https://www.mountainproject.com/route/106481519/hornets-nest,2.8,5.9,1,45.0,40.4452,-111.6982,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Beer Can Alley,False,False,False,False,False,False,9.5
Stingray,https://www.mountainproject.com/route/106493624/stingray,1.7,5.9,1,25.0,40.4476,-111.6866,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,True,False,False,False,9.5
Dag Nasty Part Deux,https://www.mountainproject.com/route/106908335/dag-nasty-part-deux,2.5,5.9,1,125.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,9.5
Blue Falcon,https://www.mountainproject.com/route/107722739/blue-falcon,2.2,5.9+,1,70.0,40.44338,-111.69085,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Blue Walls,False,False,False,False,False,False,9.7
Charlie Don't Surf,https://www.mountainproject.com/route/107582950/charlie-dont-surf,2.0,5.9,1,35.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,9.5
Unknown 3,https://www.mountainproject.com/route/107628683/unknown-3,1.4,5.9,1,30.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,9.5
Working in a Coal Mine,https://www.mountainproject.com/route/112110006/working-in-a-coal-mine,2.9,5.9,1,115.0,40.4445,-111.6966,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Unknown Pleasures,False,False,False,False,False,False,9.5
Out of Gas,https://www.mountainproject.com/route/108326353/out-of-gas,3.1,5.9,1,60.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,9.5
Out to the Black,https://www.mountainproject.com/route/108326364/out-to-the-black,2.3,5.9,1,60.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,9.5
Bushwhacked,https://www.mountainproject.com/route/108326404/bushwhacked,2.6,5.9,1,80.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,9.5
Black Market Beagles,https://www.mountainproject.com/route/108326370/black-market-beagles,2.4,5.9+,1,60.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,9.7
Heck,https://www.mountainproject.com/route/107719622/heck,1.9,5.9,1,50.0,40.44645,-111.69372,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,True,False,False,False,9.5
Unknown,https://www.mountainproject.com/route/107720397/unknown,1.8,5.9+,1,55.0,40.44645,-111.69416,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hell Area,False,False,False,False,False,False,9.7
High Noon,https://www.mountainproject.com/route/124987299/high-noon,1.5,5.9+,1,25.0,40.45168,-111.66811,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Outlaw Crag,False,False,False,False,False,False,9.7
Green Jello,https://www.mountainproject.com/route/105742124/green-jello,2.8,5.9,2,140.0,40.2651,-111.6222,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Green Monster Slab,False,False,False,False,False,False,9.5
Darkness at Seven,https://www.mountainproject.com/route/105739973/darkness-at-seven,1.0,5.9+,1,,40.26544,-111.61505,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bug Barn Dance Wall,False,False,False,False,False,False,9.7
The Mantel Route,https://www.mountainproject.com/route/105741248/the-mantel-route,2.5,5.9,1,70.0,40.2645,-111.6236,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Red Slab,False,False,True,False,False,False,9.5
Red Dwarf,https://www.mountainproject.com/route/105742193/red-dwarf,2.1,5.9,1,70.0,40.2645,-111.6236,True,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Red Slab,False,False,True,False,False,False,9.5
