Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,Rating_num
Monkey Meet,https://www.mountainproject.com/route/105741086/monkey-meet,3.0,5.10d,1,80.0,40.4511,-111.6701,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Escape Buttress,False,False,False,False,False,False,10.8
Inside Information,https://www.mountainproject.com/route/105741332/inside-information,2.5,5.10d,1,60.0,40.4511,-111.6701,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Escape Buttress,False,False,False,False,False,False,10.8
Treehugger,https://www.mountainproject.com/route/105837747/treehugger,1.8,5.10b/c,1,45.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,10.5
Unknown Roof Crack,https://www.mountainproject.com/route/107806119/unknown-roof-crack,2.6,5.10b/c,1,120.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,10.5
Unknown 5.10c,https://www.mountainproject.com/route/106018717/unknown-510c,2.6,5.10c,1,90.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,10.6
Firstborn,https://www.mountainproject.com/route/106050295/firstborn,2.8,5.10c,1,45.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,10.6
Unknown 5.10+,https://www.mountainproject.com/route/107306550/unknown-510,2.4,5.10+,1,90.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,10.7
Unknown,https://www.mountainproject.com/route/106756659/unknown,3.1,5.10d,1,75.0,40.4461,-111.6948,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Juniper Wall,False,False,False,False,False,False,10.8
Scooby Snack,https://www.mountainproject.com/route/106812458/scooby-snack,1.2,5.10d,1,65.0,40.44647,-111.68747,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Cannabis Wall,False,False,False,False,False,False,10.8
Fern Gully,https://www.mountainproject.com/route/110646387/fern-gully,2.5,5.10b/c,1,30.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,10.5
Black Number 0,https://www.mountainproject.com/route/111001261/black-number-0,2.2,5.10c,1,30.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,10.6
Quarantined,https://www.mountainproject.com/route/121288504/quarantined,2.5,5.10d,1,50.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,10.8
Gator Tots,https://www.mountainproject.com/route/122812670/gator-tots,3.0,5.10c/d,1,70.0,40.4493,-111.6726,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Little Mill Area,False,False,True,False,False,False,10.7
Reign In Blood,https://www.mountainproject.com/route/118045052/reign-in-blood,3.5,5.10c,1,70.0,40.44548,-111.69298,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,10.6
Pinchers of Peril,https://www.mountainproject.com/route/118045192/pinchers-of-peril,2.8,5.10d,1,50.0,40.44548,-111.69298,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,10.8
Return of the Prince,https://www.mountainproject.com/route/106871573/return-of-the-prince,1.7,5.10c,1,45.0,40.4323,-111.751,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Necromancer,False,False,False,False,False,False,10.6
Sam Adams,https://www.mountainproject.com/route/106481509/sam-adams,2.7,5.10d,1,45.0,40.4452,-111.6982,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Beer Can Alley,False,False,False,False,False,False,10.8
Warthog,https://www.mountainproject.com/route/106492936/warthog,2.0,5.10c,1,35.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,True,False,False,False,10.6
Tank Trap,https://www.mountainproject.com/route/106496009/tank-trap,3.0,5.10c,1,70.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,10.6
Dag Nasty,https://www.mountainproject.com/route/106492441/dag-nasty,3.0,5.10d,1,90.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,10.8
More of the Shame,https://www.mountainproject.com/route/107408079/more-of-the-shame,2.1,5.10c,1,40.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,10.6
Unknown Choss,https://www.mountainproject.com/route/107578539/unknown-choss,1.3,5.10c,1,70.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,10.6
The Taken,https://www.mountainproject.com/route/107436847/the-taken,2.2,5.10d,1,60.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,10.8
Unknown 2,https://www.mountainproject.com/route/107628676/unknown-2,2.1,5.10c,1,30.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.6
Tang,https://www.mountainproject.com/route/107628701/tang,1.6,5.10c,1,30.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.6
Drop Anchor,https://www.mountainproject.com/route/107582956/drop-anchor,2.4,5.10d,1,35.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.8
Sea Cliff,https://www.mountainproject.com/route/107582962/sea-cliff,2.8,5.10d,1,60.0,40.4477,-111.7005,True,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.8
Serpentine,https://www.mountainproject.com/route/107587101/serpentine,1.8,5.10b/c,1,45.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.5
Sundance,https://www.mountainproject.com/route/107587142/sundance,2.0,5.10c,1,45.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.6
Topaz,https://www.mountainproject.com/route/107587123/topaz,1.8,5.10d,1,45.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.8
Afterglow,https://www.mountainproject.com/route/107587147/afterglow,2.4,5.10d,1,50.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.8
Crescendo,https://www.mountainproject.com/route/107816561/crescendo,2.3,5.10d,1,40.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,10.8
Whip It,https://www.mountainproject.com/route/114438808/whip-it,3.3,5.10d,1,115.0,40.4445,-111.6966,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Unknown Pleasures,False,False,False,False,False,False,10.8
Shortness,https://www.mountainproject.com/route/107674153/shortness,1.4,5.10b/c,1,35.0,40.4708,-111.6569,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Avalanche Buttress,False,False,False,False,False,False,10.5
Sweetness,https://www.mountainproject.com/route/107674174/sweetness,2.3,5.10d,1,35.0,40.4708,-111.6569,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Avalanche Buttress,False,False,False,False,False,False,10.8
The One Half,https://www.mountainproject.com/route/114013938/the-one-half,2.2,5.10c,1,30.0,40.45152,-111.67645,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,10.6
The Other Half,https://www.mountainproject.com/route/121350294/the-other-half,2.7,5.10c,1,30.0,40.45152,-111.67645,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,True,False,False,False,10.6
Unknown,https://www.mountainproject.com/route/109099391/unknown,1.8,5.10c/d,1,60.0,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,10.7
Scoliosis,https://www.mountainproject.com/route/107869944/scoliosis,2.4,5.10b/c,1,45.0,40.4514,-111.6685,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Bone Cave,False,False,False,False,False,False,10.5
Indoctrination,https://www.mountainproject.com/route/107892369/indoctrination,3.4,5.10d,1,80.0,40.4416,-111.7,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Temple,False,False,False,False,False,False,10.8
Unknown Corner,https://www.mountainproject.com/route/107892373/unknown-corner,3.0,5.10d,1,60.0,40.4416,-111.7,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Temple,False,False,False,False,False,False,10.8
Hands of Blue,https://www.mountainproject.com/route/108326292/hands-of-blue,1.7,5.10c,1,45.0,40.45117,-111.66571,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.6
Too Pretty to Die,https://www.mountainproject.com/route/108326316/too-pretty-to-die,1.5,5.10c,1,40.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.6
Damage My Calm,https://www.mountainproject.com/route/108326326/damage-my-calm,1.8,5.10c,1,45.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.6
Firefly,https://www.mountainproject.com/route/108326384/firefly,3.5,5.10c,1,110.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.6
Captain Hammer,https://www.mountainproject.com/route/108326336/captain-hammer,2.5,5.10d,1,40.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.8
Our Mrs. Reynolds,https://www.mountainproject.com/route/108326441/our-mrs-reynolds,3.0,5.10c,1,60.0,40.45068,-111.66634,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.6
Reaver,https://www.mountainproject.com/route/108326433/reaver,2.0,5.10d,1,60.0,40.45068,-111.66634,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.8
Aim to Misbehave,https://www.mountainproject.com/route/108326460/aim-to-misbehave,2.3,5.10d,1,60.0,40.45048,-111.66621,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,10.8
Grotesque Operations,https://www.mountainproject.com/route/122379418/grotesque-operations,2.3,5.10+,1,70.0,40.44118,-111.70239,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Internet,False,False,False,False,False,False,10.7
Cambrian Grey,https://www.mountainproject.com/route/105739976/cambrian-grey,2.6,5.10c,1,,40.26544,-111.61505,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bug Barn Dance Wall,False,False,False,False,False,False,10.6
Lacy Doggie Panties,https://www.mountainproject.com/route/105856864/lacy-doggie-panties,1.9,5.10c,1,65.0,40.26544,-111.61505,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bug Barn Dance Wall,False,False,False,False,False,False,10.6
Desperate Land,https://www.mountainproject.com/route/106375280/desperate-land,2.9,5.10c,1,,40.26544,-111.61505,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bug Barn Dance Wall,False,False,False,False,False,False,10.6
Raid,https://www.mountainproject.com/route/106018396/raid,3.0,5.10d,1,70.0,40.26544,-111.61505,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bug Barn Dance Wall,False,False,False,False,False,False,10.8
Desperado,https://www.mountainproject.com/route/105741509/desperado,2.5,5.10d,1,50.0,40.2645,-111.6236,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Red Slab,False,False,True,False,False,False,10.8
Neosymian Thugs,https://www.mountainproject.com/route/106397713/neosymian-thugs,2.3,5.10c,1,50.0,40.2645,-111.6232,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Ed and Terry Wall,False,False,False,False,False,False,10.6
Mr Numbers,https://www.mountainproject.com/route/105741887/mr-numbers,1.9,5.10d,1,30.0,40.2657,-111.622,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Kitchen,False,False,True,False,False,False,10.8
Lounge Lizards P1,https://www.mountainproject.com/route/106067484/lounge-lizards-p1,2.2,5.10b/c,1,70.0,40.2656,-111.6217,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,George,False,False,False,False,False,False,10.5
Altar Boy,https://www.mountainproject.com/route/106805960/altar-boy,2.0,5.10b/c,1,100.0,40.2656,-111.6204,True,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,s Mother,True,False,False,False,False,False,10.5
E.B. Jeebies,https://www.mountainproject.com/route/106160187/eb-jeebies,2.6,5.10d,1,60.0,40.2656,-111.6204,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,s Mother,False,False,False,False,False,False,10.8
Black Rose,https://www.mountainproject.com/route/106053868/black-rose,2.7,5.10d,1,55.0,40.2652,-111.6237,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Black Rose,False,False,True,False,False,False,10.8
Battleship,https://www.mountainproject.com/route/105842072/battleship,2.9,5.10b/c,1,30.0,40.265,-111.6223,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Tinker Toys,False,False,True,False,False,False,10.5
The Hidden,https://www.mountainproject.com/route/105741716/the-hidden,2.5,5.10c,1,50.0,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,10.6
Metal,https://www.mountainproject.com/route/105995289/metal,3.1,5.10c/d,1,40.0,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,10.7
Flakenstein,https://www.mountainproject.com/route/105999238/flakenstein,2.4,5.10d,1,70.0,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,10.8
Shaken But Not Stirred,https://www.mountainproject.com/route/106240239/shaken-but-not-stirred,2.0,5.10d,1,50.0,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,10.8
Shaved,https://www.mountainproject.com/route/106492470/shaved,2.5,5.10c,1,40.0,40.2645,-111.612,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Adjective,False,False,False,False,False,False,10.6
Smell the Glove,https://www.mountainproject.com/route/105965593/smell-the-glove,2.9,5.10d,1,60.0,40.2651,-111.6125,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Tap Wall,False,False,False,False,False,False,10.8
Back in the Saddle,https://www.mountainproject.com/route/106027181/back-in-the-saddle,2.3,5.10d,1,40.0,40.2667,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Super Bowl Wall,False,False,False,False,False,False,10.8
Radidudical,https://www.mountainproject.com/route/106141322/radidudical,2.4,5.10c,1,50.0,40.2665,-111.625,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wasp,False,False,False,False,False,False,10.6
Glacial Recession,https://www.mountainproject.com/route/106291503/glacial-recession,2.2,5.10d,1,25.0,40.2665,-111.625,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wasp,False,False,False,False,False,False,10.8
Unknown Roof,https://www.mountainproject.com/route/123050492/unknown-roof,4.0,5.10d,1,25.0,40.2665,-111.625,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wasp,False,False,False,False,False,False,10.8
Gollum's Column,https://www.mountainproject.com/route/107199034/gollums-column,2.2,5.10c,2,200.0,40.2675,-111.6254,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Trilogy Buttress,False,False,False,False,False,False,10.6
Wizard of Wiz,https://www.mountainproject.com/route/106729604/wizard-of-wiz,2.3,5.10c,1,75.0,40.2661,-111.6118,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Blue Wall,False,False,False,False,False,False,10.6
Hardheaded ...,https://www.mountainproject.com/route/105970572/hardheaded,1.8,5.10c/d,1,70.0,40.2661,-111.6118,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Blue Wall,False,False,False,False,False,False,10.7
Back in Black,https://www.mountainproject.com/route/106131382/back-in-black,2.6,5.10c,1,40.0,40.267,-111.6246,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,DC Wall,False,False,False,False,False,False,10.6
Angus,https://www.mountainproject.com/route/106222579/angus,2.3,5.10c,1,50.0,40.267,-111.6246,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,DC Wall,False,False,False,False,False,False,10.6
