Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed
On the Skids,https://www.mountainproject.com/route/105739925/on-the-skids,1.9,5.8,1,70.0,40.6238,-111.7671,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Dogwood Crag,False,False,False,False,False,False
Haven't A Clue,https://www.mountainproject.com/route/105740126/havent-a-clue,1.8,5.8,1,60.0,40.6238,-111.7671,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Dogwood Crag,False,False,True,False,False,False
Modest Man From Drakeman,https://www.mountainproject.com/route/105740606/modest-man-from-drakeman,2.0,5.8,1,80.0,40.6238,-111.7671,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Dogwood Crag,False,False,True,False,False,False
Sail Away,https://www.mountainproject.com/route/105740282/sail-away,1.4,5.7,1,60.0,40.61981,-111.74575,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Glass Ocean and Environs,False,False,False,False,False,False
Glass Ocean,https://www.mountainproject.com/route/105739934/glass-ocean,3.1,5.8+,1,110.0,40.61981,-111.74575,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Glass Ocean and Environs,False,False,False,False,False,False
Italian Arete,https://www.mountainproject.com/route/105739997/italian-arete,2.6,5.6,2,160.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Roll the Bones,https://www.mountainproject.com/route/105740000/roll-the-bones,2.0,5.6,1,80.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Cornication,https://www.mountainproject.com/route/115786358/cornication,2.6,5.6,1,80.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Bones 2nd Pitch,https://www.mountainproject.com/route/121316510/bones-2nd-pitch,2.2,5.7,1,40.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Thieving Magpie,https://www.mountainproject.com/route/105739931/thieving-magpie,2.1,5.7,1,70.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Maudlin,https://www.mountainproject.com/route/106067460/maudlin,2.6,5.7,1,115.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Entre Nous,https://www.mountainproject.com/route/105739928/entre-nous,2.2,5.8,1,80.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
High Fructose Corn Syrup,https://www.mountainproject.com/route/107299736/high-fructose-corn-syrup,2.7,5.8,1,115.0,40.6226,-111.748,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Salt Lake Slips,False,False,False,False,False,False
Time Going By,https://www.mountainproject.com/route/117110829/time-going-by,1.3,5.8,1,60.0,40.62082,-111.74466,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,The Dead Snag,False,False,False,False,False,False
The Road Less Traveled,https://www.mountainproject.com/route/114532927/the-road-less-traveled,2.0,5.7,1,60.0,40.62207,-111.74571,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Challenge Buttress,False,False,False,False,False,False
The Roadster,https://www.mountainproject.com/route/114532886/the-roadster,2.4,5.8+,1,60.0,40.62207,-111.74571,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Challenge Buttress,False,False,False,False,False,False
Moral Bells Arete,https://www.mountainproject.com/route/106007980/moral-bells-arete,2.0,5.8,1,80.0,40.62202,-111.74528,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Challenge Buttress,False,False,False,False,False,False
Sorcerer's Apprentice,https://www.mountainproject.com/route/105740762/sorcerers-apprentice,1.5,5.8,1,50.0,40.623,-111.746,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Autumnal Wall,False,False,False,False,False,False
McKinley's Slab,https://www.mountainproject.com/route/105740663/mckinleys-slab,1.7,5.7,1,60.0,40.62986,-111.74082,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Gully of Higher Education Area,False,False,False,False,False,False
Orientation,https://www.mountainproject.com/route/121613086/orientation,2.3,5.8-,1,70.0,40.63012,-111.74032,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Gully of Higher Education Area,False,False,False,False,False,False
Basic Aeronautics,https://www.mountainproject.com/route/113260094/basic-aeronautics,2.3,5.8+,1,,40.63012,-111.74032,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Gully of Higher Education Area,False,False,False,False,False,False
Truth be Told,https://www.mountainproject.com/route/117308251/truth-be-told,1.8,5.7,1,55.0,40.6334,-111.7047,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Lone Pine Wall,False,False,False,False,False,False
Stump the Chump,https://www.mountainproject.com/route/117308162/stump-the-chump,3.0,5.8,1,40.0,40.6334,-111.7047,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Lone Pine Wall,False,False,False,False,False,False
Goons in Leather,https://www.mountainproject.com/route/120695083/goons-in-leather,2.4,5.8,1,45.0,40.62356,-111.76076,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,The Wave Wall,False,False,False,False,False,False
Intelligient Life Form,https://www.mountainproject.com/route/105740312/intelligient-life-form,1.8,5.8,1,50.0,40.62738,-111.71719,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,The Millstone,False,False,False,False,False,False
Nothing But Rock,https://www.mountainproject.com/route/105740174/nothing-but-rock,1.9,5.8,1,80.0,40.6193,-111.789,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Tree Trimmer Wall,False,False,True,False,False,False
Explorien,https://www.mountainproject.com/route/106445946/explorien,2.6,5.8-,2,200.0,40.63207,-111.75115,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Mule Hollow Wall,False,False,False,False,False,False
Six Pence,https://www.mountainproject.com/route/105739886/six-pence,1.9,5.6,1,,40.6239,-111.7446,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Unknown 1,https://www.mountainproject.com/route/105740294/unknown-1,1.0,5.6 ,1,40.0,40.6239,-111.7446,False,True,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Six Appeal,https://www.mountainproject.com/route/105739889/six-appeal,2.0,5.7,1,80.0,40.6239,-111.7446,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Unknown 2,https://www.mountainproject.com/route/106446975/unknown-2,1.9,5.7+,2,160.0,40.6239,-111.7446,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Transformer,https://www.mountainproject.com/route/105740366/transformer,2.2,5.8+,1,100.0,40.62647,-111.74584,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Errors of Our Ways,https://www.mountainproject.com/route/105741668/errors-of-our-ways,2.2,5.6,1,70.0,40.62638,-111.74488,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Iraq in the Back Attack,https://www.mountainproject.com/route/105741740/iraq-in-the-back-attack,2.2,5.6,1,90.0,40.62638,-111.74488,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
I Ran To Afghanistan,https://www.mountainproject.com/route/107624371/i-ran-to-afghanistan,2.4,5.6,1,110.0,40.62638,-111.74488,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Muddy Ethics,https://www.mountainproject.com/route/114502166/muddy-ethics,2.5,5.7,1,60.0,40.62638,-111.74488,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Addis Ababa,https://www.mountainproject.com/route/108367846/addis-ababa,1.9,5.6,2,200.0,40.62605,-111.7462,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
Fall Equinox,https://www.mountainproject.com/route/105740369/fall-equinox,2.0,5.8,1,60.0,40.62653,-111.74418,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Storm Mountain Picnic Area,False,False,False,False,False,False
The Skurge,https://www.mountainproject.com/route/105988932/the-skurge,2.2,5.8+,1,50.0,40.63995,-111.69463,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,The Burnt Wall,False,False,False,False,False,False
Bottled Violence,https://www.mountainproject.com/route/105988945/bottled-violence,1.9,5.8+,1,60.0,40.63995,-111.69518,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Battalion of Saints Wall,False,False,False,False,False,False
Jinkies,https://www.mountainproject.com/route/114448078/jinkies,2.3,5.7+,1,60.0,40.63651,-111.70036,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ambush Wall Lower,False,False,False,False,False,False
Chug A Jug,https://www.mountainproject.com/route/105993286/chug-a-jug,2.2,5.8,1,70.0,40.63651,-111.70036,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ambush Wall Lower,False,False,False,False,False,False
House Party,https://www.mountainproject.com/route/105993296/house-party,2.1,5.8,1,70.0,40.63651,-111.70036,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ambush Wall Lower,False,False,False,False,False,False
Baked Bean Sandwich,https://www.mountainproject.com/route/106062153/baked-bean-sandwich,2.4,5.8-,1,60.0,40.65369,-111.6527,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Red Rock Wall,False,False,False,False,False,False
Lower Dentures,https://www.mountainproject.com/route/106519144/lower-dentures,2.2,5.6,1,60.0,40.61993,-111.74443,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Geezer Wall,False,False,False,False,False,False
Pete's Paradise,https://www.mountainproject.com/route/106519159/petes-paradise,2.5,5.6,1,60.0,40.61993,-111.74443,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Geezer Wall,False,False,False,False,False,False
Crossing Over,https://www.mountainproject.com/route/106519172/crossing-over,2.8,5.8-,1,130.0,40.61993,-111.74443,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Geezer Wall,False,False,False,False,False,False
Moss Lords of the Wasatch,https://www.mountainproject.com/route/110777388/moss-lords-of-the-wasatch,2.5,5.7,2,200.0,40.61741,-111.75701,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Back of Beyond,False,False,False,False,False,False
SUPER 8,https://www.mountainproject.com/route/110961522/super-8,2.3,5.7,1,200.0,40.61741,-111.75701,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Back of Beyond,False,False,False,False,False,False
Hot Patootie Bless My Soul,https://www.mountainproject.com/route/107703412/hot-patootie-bless-my-soul,2.0,5.8,1,60.0,40.61741,-111.75701,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Back of Beyond,False,False,False,False,False,False
Geronimo,https://www.mountainproject.com/route/105740354/geronimo,2.1,5.8,1,60.0,40.63471,-111.72262,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Curves,False,False,False,False,False,False
Come as You Are,https://www.mountainproject.com/route/117308326/come-as-you-are,2.3,5.7,1,30.0,40.61946,-111.74337,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Disciple Ridge,False,False,True,False,False,False
Where Love Flows Free,https://www.mountainproject.com/route/114618552/where-love-flows-free,2.5,5.8-,1,100.0,40.61946,-111.74337,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Disciple Ridge,False,False,False,False,False,False
Whipper,https://www.mountainproject.com/route/114776045/whipper,2.2,5.6,1,80.0,40.62412,-111.76591,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ledgemere Logs,False,False,False,False,False,False
Lopper,https://www.mountainproject.com/route/115458494/lopper,1.8,5.6,1,70.0,40.62412,-111.76591,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ledgemere Logs,False,False,False,False,False,False
Bantam Tiers,https://www.mountainproject.com/route/115458550/bantam-tiers,2.3,5.6,1,50.0,40.62412,-111.76591,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ledgemere Logs,False,False,False,False,False,False
Slipper,https://www.mountainproject.com/route/114775979/slipper,2.5,5.7+ ,1,50.0,40.62412,-111.76591,True,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ledgemere Logs,False,False,False,False,False,False
Zipper,https://www.mountainproject.com/route/114776017/zipper,2.3,5.7+,1,90.0,40.62412,-111.76591,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ledgemere Logs,False,False,False,False,False,False
Clipper,https://www.mountainproject.com/route/114776078/clipper,2.2,5.8,1,80.0,40.62412,-111.76591,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Ledgemere Logs,False,False,False,False,False,False
Lupine,https://www.mountainproject.com/route/119193285/lupine,2.0,5.8,1,50.0,40.59902,-111.58577,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Brighton Area,False,True,False,False,False,False
Hilbelink,https://www.mountainproject.com/route/119492072/hilbelink,2.0,5.8,3,320.0,40.60671,-111.73534,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Futility Wall,False,True,False,False,False,False
Microwatt,https://www.mountainproject.com/route/123143504/microwatt,1.5,5.7,1,35.0,40.62702,-111.76507,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Granite Flume,False,False,False,False,False,False
Microedge,https://www.mountainproject.com/route/123143518/microedge,1.5,5.8,1,35.0,40.62702,-111.76507,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Granite Flume,False,False,False,False,False,False
There and Back Again,https://www.mountainproject.com/route/123180136/there-and-back-again,2.8,5.6,3,300.0,40.62657,-111.76483,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Granite Flume,False,False,False,False,False,False
Smoochie Poochie,https://www.mountainproject.com/route/119494491/smoochie-poochie,3.0,5.7,1,70.0,40.62712,-111.76507,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Granite Flume,False,False,False,False,False,False
Gambella,https://www.mountainproject.com/route/123143546/gambella,3.5,5.8,1,50.0,40.62699,-111.76503,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Granite Flume,False,False,False,False,False,False
Cold Pizza,https://www.mountainproject.com/route/120525538/cold-pizza,1.0,5.6,1,90.0,40.58162,-111.58964,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Leftovers Wall,False,False,False,False,False,False
Bolted Slab Right,https://www.mountainproject.com/route/121481295/bolted-slab-right,2.0,5.7,1,90.0,40.62939,-111.7359,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Forsaken Wall,False,False,False,False,False,False
Bolted Slab Left,https://www.mountainproject.com/route/121481262/bolted-slab-left,1.0,5.8,1,85.0,40.62939,-111.7359,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Forsaken Wall,False,False,False,False,False,False
Mask,https://www.mountainproject.com/route/124704086/mask,2.3,5.7,1,75.0,40.62086,-111.75716,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Quarantine Cliff,False,False,False,False,False,False
Lysol IV,https://www.mountainproject.com/route/124704359/lysol-iv,2.5,5.8,1,80.0,40.62086,-111.75716,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Quarantine Cliff,False,False,False,False,False,False
Quarantini,https://www.mountainproject.com/route/124704441/quarantini,2.6,5.8,1,75.0,40.62086,-111.75716,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Quarantine Cliff,False,False,False,False,False,False
Curfew,https://www.mountainproject.com/route/124704451/curfew,2.4,5.8,1,60.0,40.62086,-111.75716,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Quarantine Cliff,False,False,False,False,False,False
Bunny Lover,https://www.mountainproject.com/route/124725189/bunny-lover,2.6,5.8,1,75.0,40.62086,-111.75716,False,False,Utah,Wasatch Range,Central Wasatch,Big Cottonwood Canyon,Quarantine Cliff,False,False,False,False,False,False
f/8,https://www.mountainproject.com/route/105843735/f8,2.0,5.8+,1,80.0,40.61354,-111.77799,False,False,Utah,Wasatch Range,Central Wasatch,Ferguson Canyon,Diminutive Wall,True,False,False,False,False,False
Monogamy,https://www.mountainproject.com/route/105740399/monogamy,1.8,5.7,1,60.0,40.61349,-111.77875,False,False,Utah,Wasatch Range,Central Wasatch,Ferguson Canyon,The Cathedral,False,False,True,False,False,False
Nuptial Vow,https://www.mountainproject.com/route/105740396/nuptial-vow,2.0,5.8,1,60.0,40.61349,-111.77875,False,False,Utah,Wasatch Range,Central Wasatch,Ferguson Canyon,The Cathedral,False,False,True,False,False,False
Grayo,https://www.mountainproject.com/route/106476863/grayo,2.5,5.8 ,1,50.0,40.613,-111.786,True,False,Utah,Wasatch Range,Central Wasatch,Ferguson Canyon,Grayo,False,False,False,False,False,False
Unknown West of One with the Rock,https://www.mountainproject.com/route/105818005/unknown-west-of-one-with-the-rock,0.5,5.7,1,25.0,40.71014,-111.79345,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Up In a Flash,https://www.mountainproject.com/route/105740090/up-in-a-flash,2.6,5.8,1,110.0,40.71014,-111.79345,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Pick Pocket,https://www.mountainproject.com/route/105740108/pick-pocket,1.8,5.8,1,60.0,40.71014,-111.79345,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Ira's Bali,https://www.mountainproject.com/route/106172504/iras-bali,2.0,5.8,2,150.0,40.7118,-111.79,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Ubud,https://www.mountainproject.com/route/106183756/ubud,2.0,5.8-,1,100.0,40.7118,-111.79,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Learner's Permit,https://www.mountainproject.com/route/106568850/learners-permit,1.7,5.6,1,,40.71094,-111.78952,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Two Shovels,https://www.mountainproject.com/route/108869195/two-shovels,2.3,5.7+,1,45.0,40.71094,-111.78952,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Moped,https://www.mountainproject.com/route/106568871/moped,1.2,5.8,1,,40.71094,-111.78952,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Gas Hike,https://www.mountainproject.com/route/106568845/gas-hike,2.0,5.8 ,1,80.0,40.71094,-111.78952,True,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
White Noise,https://www.mountainproject.com/route/106568868/white-noise,2.0,5.8,1,,40.71094,-111.78952,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Short Roof,https://www.mountainproject.com/route/105740156/short-roof,1.6,5.7,1,30.0,40.65842,-111.80488,False,False,Utah,Wasatch Range,Central Wasatch,Mount Olympus,Sport Utility Wall,False,False,True,False,False,False
Strange Rover,https://www.mountainproject.com/route/105740150/strange-rover,1.6,5.8,1,50.0,40.65842,-111.80488,False,False,Utah,Wasatch Range,Central Wasatch,Mount Olympus,Sport Utility Wall,False,False,False,False,False,False
Stinky Finger of Fate,https://www.mountainproject.com/route/108265685/stinky-finger-of-fate,1.7,5.8,1,30.0,40.6732,-111.76725,False,False,Utah,Wasatch Range,Central Wasatch,s Canyon,,False,False,False,False,False,False
Riding the Rocket,https://www.mountainproject.com/route/105821800/riding-the-rocket,2.5,5.8 ,1,130.0,40.7037,-111.786,True,False,Utah,Wasatch Range,Central Wasatch,Grandeur Peak,Rocket Reef,False,False,False,False,False,False
Pocket Rocket,https://www.mountainproject.com/route/105821777/pocket-rocket,2.0,5.8+ ,1,120.0,40.7037,-111.786,True,False,Utah,Wasatch Range,Central Wasatch,Grandeur Peak,Rocket Reef,False,False,False,False,False,False
Monkey Mage,https://www.mountainproject.com/route/120772000/monkey-mage,3.0,5.8,1,50.0,40.70386,-111.78168,False,False,Utah,Wasatch Range,Central Wasatch,Grandeur Peak,Dragon Tail Ridge,False,False,False,False,False,False
Sensei,https://www.mountainproject.com/route/107562062/sensei,1.6,5.8+,1,35.0,40.6934,-111.7577,False,False,Utah,Wasatch Range,Central Wasatch,Millcreek Canyon,Sensei Spire,False,False,False,False,False,False
Brave Brother Badass,https://www.mountainproject.com/route/111966589/brave-brother-badass,1.6,5.8,1,90.0,40.69257,-111.763,False,False,Utah,Wasatch Range,Central Wasatch,Millcreek Canyon,Jug Haul Wall,False,False,False,False,False,False
[Redacted],https://www.mountainproject.com/route/111967335/redacted,1.0,5.8,1,80.0,40.69257,-111.763,False,False,Utah,Wasatch Range,Central Wasatch,Millcreek Canyon,Jug Haul Wall,False,False,False,False,False,False
Henry's Corner,https://www.mountainproject.com/route/116765025/henrys-corner,1.5,5.7 ,2,100.0,40.6896,-111.77493,True,False,Utah,Wasatch Range,Central Wasatch,Millcreek Canyon,Millcreek Monster,False,False,True,False,False,False
Not Quite As Loose As It Looks,https://www.mountainproject.com/route/114961574/not-quite-as-loose-as-it-looks,2.6,5.8- ,1,70.0,40.6896,-111.77493,True,False,Utah,Wasatch Range,Central Wasatch,Millcreek Canyon,Millcreek Monster,False,False,True,False,False,False
A Little Adventurous,https://www.mountainproject.com/route/113702924/a-little-adventurous,2.6,5.8 ,2,150.0,40.6896,-111.77493,True,False,Utah,Wasatch Range,Central Wasatch,Millcreek Canyon,Millcreek Monster,False,False,False,False,False,False
Escape from ChosAngeles,https://www.mountainproject.com/route/107249417/escape-from-chosangeles,2.0,5.8+,1,65.0,40.7536,-111.7962,False,False,Utah,Wasatch Range,Central Wasatch,Emigration Canyon,A Choss Climbing Park,False,False,False,False,False,False
EuroChoss,https://www.mountainproject.com/route/107249431/eurochoss,1.5,5.8+,1,45.0,40.7536,-111.7962,False,False,Utah,Wasatch Range,Central Wasatch,Emigration Canyon,A Choss Climbing Park,False,False,False,False,False,False
Sloppy Second,https://www.mountainproject.com/route/107299642/sloppy-second,0.0,5.6,1,,40.80543,-111.86873,False,False,Utah,Wasatch Range,Central Wasatch,City Creek Canyon,The RattleHorn,False,False,False,False,False,False
Vultures are Waiting,https://www.mountainproject.com/route/107299583/vultures-are-waiting,1.1,5.8,1,,40.80543,-111.86873,False,False,Utah,Wasatch Range,Central Wasatch,City Creek Canyon,The RattleHorn,False,False,False,False,False,False
Milvian Bridge,https://www.mountainproject.com/route/107546182/milvian-bridge,1.3,5.6,1,45.0,40.7986,-111.8751,False,False,Utah,Wasatch Range,Central Wasatch,City Creek Canyon,s Wall,False,False,False,False,False,False
Trajan's Column,https://www.mountainproject.com/route/107546190/trajans-column,1.5,5.8+,1,35.0,40.7986,-111.8751,False,False,Utah,Wasatch Range,Central Wasatch,City Creek Canyon,s Wall,False,False,False,False,False,False
Baby Teeth,https://www.mountainproject.com/route/105741926/baby-teeth,1.6,5.6,1,40.0,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,True,False,False,False
Always Leave a Generous Root Tip,https://www.mountainproject.com/route/105742037/always-leave-a-generous-root-tip,1.1,5.6,1,,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,False,False,False,False
Facial Fracture,https://www.mountainproject.com/route/105741929/facial-fracture,2.1,5.7,1,50.0,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,True,False,False,False
Liken Z' Planus,https://www.mountainproject.com/route/105742040/liken-z-planus,1.4,5.7,1,,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,False,False,False,False
Shark's Teeth,https://www.mountainproject.com/route/105742043/sharks-teeth,1.4,5.7,1,,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,False,False,False,False
Dry Socket,https://www.mountainproject.com/route/105742019/dry-socket,2.1,5.8,1,40.0,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,True,False,False,False
Third Molar Round-Up,https://www.mountainproject.com/route/105742028/third-molar-round-up,1.6,5.8,1,,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,True,False,False,False
The Cuspidnator,https://www.mountainproject.com/route/105742034/the-cuspidnator,2.0,5.8,1,,40.48757,-111.85656,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,Red Rock,False,False,True,False,False,False
Jeepers,https://www.mountainproject.com/route/116771560/jeepers,1.6,5.7,1,40.0,40.52199,-111.82686,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,The Balcony,False,False,True,False,False,False
Complicated Thing,https://www.mountainproject.com/route/115678752/complicated-thing,2.0,5.8,1,55.0,40.52199,-111.82686,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,The Balcony,False,False,True,False,False,False
Zoinks,https://www.mountainproject.com/route/116771662/zoinks,1.4,5.8+,1,35.0,40.52199,-111.82686,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,The Balcony,False,False,True,False,False,False
Humble Opinion,https://www.mountainproject.com/route/116776739/humble-opinion,1.9,5.8+,1,50.0,40.52199,-111.82686,False,False,Utah,Wasatch Range,Central Wasatch,Draper Area Crags,The Balcony,False,False,True,False,False,False
Chicken Wire,https://www.mountainproject.com/route/106186182/chicken-wire,2.1,5.8,1,65.0,41.23831,-111.91012,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,Ogden Canyon,False,False,False,False,False,False
Sudden Exposure,https://www.mountainproject.com/route/106303850/sudden-exposure,2.9,5.8,1,40.0,41.23831,-111.91012,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,Ogden Canyon,False,False,False,False,False,False
In The Pink,https://www.mountainproject.com/route/106186808/in-the-pink,2.4,5.8+,1,50.0,41.23759,-111.91317,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,Ogden Canyon,True,False,False,False,False,False
Kitchen Pass,https://www.mountainproject.com/route/124515187/kitchen-pass,3.2,5.6,2,114.0,41.2248,-111.92513,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False
